kernel,dtype,N,trial,misaligned,tail_multiple,GFLOPs,CPE
saxpy,f32,103763,9,0,0,13.488366,0.222414
saxpy,f32,103763,10,0,0,13.470856,0.222703
saxpy,f32,103763,11,0,0,13.661510,0.219595
saxpy,f32,103763,12,0,0,13.512078,0.222024
saxpy,f32,103763,13,0,0,13.439451,0.223223
saxpy,f32,103763,14,0,0,13.606871,0.220477
saxpy,f32,103763,15,0,0,13.487489,0.222428
saxpy,f32,103763,16,0,0,13.473479,0.222660
saxpy,f32,103763,17,0,0,13.573054,0.221026
saxpy,f32,103763,18,0,0,13.494505,0.222313
saxpy,f32,103763,19,0,0,13.529696,0.221734
saxpy,f32,144560,0,0,0,6.991826,0.429072
saxpy,f32,144560,1,0,0,11.602633,0.258562
saxpy,f32,144560,2,0,0,9.938334,0.301861
saxpy,f32,144560,3,0,0,12.389698,0.242137
saxpy,f32,144560,4,0,0,8.116273,0.369628
saxpy,f32,144560,5,0,0,11.811185,0.253997
saxpy,f32,144560,6,0,0,12.948453,0.231688
saxpy,f32,144560,7,0,0,3.455221,0.868251
saxpy,f32,144560,8,0,0,12.940339,0.231833
saxpy,f32,144560,9,0,0,12.995011,0.230858
saxpy,f32,144560,10,0,0,12.958899,0.231501
saxpy,f32,144560,11,0,0,12.938023,0.231875
saxpy,f32,144560,12,0,0,11.520341,0.260409
saxpy,f32,144560,13,0,0,9.344732,0.321037
saxpy,f32,144560,14,0,0,12.670962,0.236762
saxpy,f32,144560,15,0,0,3.439356,0.872256
saxpy,f32,144560,16,0,0,3.446079,0.870555
saxpy,f32,144560,17,0,0,12.981008,0.231107
saxpy,f32,144560,18,0,0,11.560416,0.259506
saxpy,f32,144560,19,0,0,3.458445,0.867442
saxpy,f32,201396,0,0,0,5.576603,0.537962
saxpy,f32,201396,1,0,0,9.236580,0.324796
saxpy,f32,201396,2,0,0,10.668733,0.281196
saxpy,f32,201396,3,0,0,10.564639,0.283966
saxpy,f32,201396,4,0,0,10.656032,0.281531
saxpy,f32,201396,5,0,0,10.867928,0.276042
saxpy,f32,201396,6,0,0,11.444751,0.262129
saxpy,f32,201396,7,0,0,11.410708,0.262911
saxpy,f32,201396,8,0,0,9.942929,0.301722
saxpy,f32,201396,9,0,0,11.410385,0.262918
saxpy,f32,201396,10,0,0,10.454411,0.286960
saxpy,f32,201396,11,0,0,11.378153,0.263663
saxpy,f32,201396,12,0,0,5.129551,0.584846
saxpy,f32,201396,13,0,0,11.003005,0.272653
saxpy,f32,201396,14,0,0,11.439875,0.262241
saxpy,f32,201396,15,0,0,11.409739,0.262933
saxpy,f32,201396,16,0,0,11.427542,0.262524
saxpy,f32,201396,17,0,0,11.502270,0.260818
saxpy,f32,201396,18,0,0,11.371408,0.263820
saxpy,f32,201396,19,0,0,11.444100,0.262144
saxpy,f32,280578,0,0,0,2.189072,1.370444
saxpy,f32,280578,1,0,0,5.967333,0.502737
saxpy,f32,280578,2,0,0,2.580138,1.162728
saxpy,f32,280578,3,0,0,4.029860,0.744443
saxpy,f32,280578,4,0,0,7.542196,0.397762
saxpy,f32,280578,5,0,0,7.532881,0.398254
saxpy,f32,280578,6,0,0,4.098556,0.731965
saxpy,f32,280578,7,0,0,4.102631,0.731238
saxpy,f32,280578,8,0,0,7.541588,0.397794
saxpy,f32,280578,9,0,0,7.394413,0.405712
saxpy,f32,280578,10,0,0,3.905855,0.768078
saxpy,f32,280578,11,0,0,3.742577,0.801587
saxpy,f32,280578,12,0,0,4.080674,0.735173
saxpy,f32,280578,13,0,0,4.096282,0.732371
saxpy,f32,280578,14,0,0,7.583885,0.395576
saxpy,f32,280578,15,0,0,7.561098,0.396768
saxpy,f32,280578,16,0,0,7.550517,0.397324
saxpy,f32,280578,17,0,0,4.079991,0.735296
saxpy,f32,280578,18,0,0,7.572832,0.396153
saxpy,f32,280578,19,0,0,3.827375,0.783827
saxpy,f32,390892,0,0,0,3.654044,0.821008
saxpy,f32,390892,1,0,0,3.063428,0.979295
saxpy,f32,390892,2,0,0,3.983806,0.753049
saxpy,f32,390892,3,0,0,4.312682,0.695623
saxpy,f32,390892,4,0,0,6.415371,0.467627
saxpy,f32,390892,5,0,0,6.538674,0.458809
saxpy,f32,390892,6,0,0,6.552210,0.457861
saxpy,f32,390892,7,0,0,6.548862,0.458095
saxpy,f32,390892,8,0,0,6.543709,0.458456
saxpy,f32,390892,9,0,0,6.569333,0.456667
saxpy,f32,390892,10,0,0,6.539604,0.458743
saxpy,f32,390892,11,0,0,6.541464,0.458613
saxpy,f32,390892,12,0,0,4.327075,0.693309
saxpy,f32,390892,13,0,0,6.429406,0.466606
saxpy,f32,390892,14,0,0,6.406749,0.468256
saxpy,f32,390892,15,0,0,6.421220,0.467201
saxpy,f32,390892,16,0,0,6.381022,0.470144
saxpy,f32,390892,17,0,0,5.568305,0.538764
saxpy,f32,390892,18,0,0,6.405332,0.468360
saxpy,f32,390892,19,0,0,6.384617,0.469879
saxpy,f32,544578,0,0,0,5.376693,0.557964
saxpy,f32,544578,1,0,0,6.276759,0.477954
saxpy,f32,544578,2,0,0,6.283857,0.477414
saxpy,f32,544578,3,0,0,6.311897,0.475293
saxpy,f32,544578,4,0,0,6.290752,0.476890
saxpy,f32,544578,5,0,0,6.174248,0.485889
saxpy,f32,544578,6,0,0,6.079134,0.493491
saxpy,f32,544578,7,0,0,6.296207,0.476477
saxpy,f32,544578,8,0,0,5.384774,0.557126
saxpy,f32,544578,9,0,0,6.282878,0.477488
saxpy,f32,544578,10,0,0,5.278098,0.568387
saxpy,f32,544578,11,0,0,5.130031,0.584792
saxpy,f32,544578,12,0,0,5.123901,0.585491
saxpy,f32,544578,13,0,0,5.125324,0.585329
saxpy,f32,544578,14,0,0,5.121082,0.585814
saxpy,f32,544578,15,0,0,5.122286,0.585676
saxpy,f32,544578,16,0,0,5.124841,0.585384
saxpy,f32,544578,17,0,0,4.064902,0.738025
saxpy,f32,544578,18,0,0,4.091103,0.733299
saxpy,f32,544578,19,0,0,4.395646,0.682494
saxpy,f32,758688,0,0,0,2.972892,1.009118
saxpy,f32,758688,1,0,0,6.161357,0.486906
saxpy,f32,758688,2,0,0,2.984470,1.005204
saxpy,f32,758688,3,0,0,3.187048,0.941310
saxpy,f32,758688,4,0,0,4.137848,0.725015
saxpy,f32,758688,5,0,0,4.129863,0.726416
saxpy,f32,758688,6,0,0,6.497895,0.461688
saxpy,f32,758688,7,0,0,6.539538,0.458748
saxpy,f32,758688,8,0,0,6.556208,0.457582
saxpy,f32,758688,9,0,0,6.131109,0.489308
saxpy,f32,758688,10,0,0,6.556775,0.457542
saxpy,f32,758688,11,0,0,6.557824,0.457469
